text,label
Nguyễn Thanh Hiếu xử lý Standard auth service không thực sự ghi users vào PostgreSQL cho dự án A-MQ Messaging-as-a-Service trước ngày 25 tháng 12 với mức độ ưu tiên Trung bình,1
"Long xử lý component / console - frontend - Khi chọn filters , hai filter icons xuất hiện hạn cuối là 10/06 với mức độ ưu tiên Khẩn cấp",1
Docs : Thêm link đến 1.5.4 resolved issues trong 1.5 RNs cho dự án TypedAddress MaaS Core cần được thực hiện bởi Nguyễn Thanh Hiếu hạn cuối là 10/06 với ưu tiên Vừa phải,1
Mai yêu cầu Agent watches có thể không reconnect khi gặp một số vấn đề connection [ 1.3.4 ] hạn là 20/5/2025 trong dự án A-MQ Messaging-as-a-Service,1
"trước thứ 2 tuần sau, Nguyễn Văn Hải cần AddressSpacePlan với định nghĩa infra config không hợp lệ được chấp nhận cho dự án MeshRoute với mức độ ưu tiên Khẩn cấp",1
"Với mức độ ưu tiên Bình thường, Nam đảm nhận Console-IoT-UI - Tạo Filter component cho device list trong dự án Cloud Messaging Orchestrator trước ngày mai",1
Nam chịu trách nhiệm Tách tên sản phẩm khỏi ServiceMapping ngay sau kỳ nghỉ Tết ,1
"Với mức độ ưu tiên Khẩn cấp, Mai được giao Docs : Sửa Standard address space image để xoá MQTT gateway và clients cho dự án TypedAddress MaaS Core trong tuần tới",1
Nguyễn Thanh Hiếu tiến hành standardinfraconfig addressFullPolicy không được tôn trọng trước lễ 30/4 ,1
"system-tests : Tạo test mới cho address-space endpoints "" cert "" của dự án Cloud Messaging Orchestrator cần được thực hiện bởi Nam vào lúc 9h sáng ngày mai với ưu tiên Bình thường",1
"lúc 14h ngày 25/12/2025, Tài xử lý [ console ] Xoá workflow trong dự án Cloud Messaging Orchestrator với mức độ ưu tiên Trung bình",1
"Giao cho Trương Văn Đức Xem lại triển khai MQTT trong brokered space liên quan đến manageability của dự án ,dealine: trước đầu tháng sau với ưu tiên Trung bình",1
Console-IoT-UI - Sửa links và navigations trong Project Detail Info page trong dự án TypedAddress MaaS Core cần được thực hiện bởi Hồng trước ngày 02/09 với ưu tiên Khẩn cấp,1
"thuộc dự án MeshRoute, Long tiến hành [ OLM ] links trong CSV trỏ đến sai trang ( 1.3.4 ) trước thứ 2 tuần sau với mức độ ưu tiên Trung bình",1
"Với tư cách System Operator , xem "" audit logs "" cung cấp thông tin về các nỗ lực thất bại và thành công để tạo / xoá / sửa đổi address space definitions của dự án A-MQ Messaging-as-a-Service cần được thực hiện bởi Nguyễn Văn Hải trong vòng 3 ngày nữa với ưu tiên Ưu tiên",1
"trước ngày 30/06/2025, Long đảm bảo Docs : Hướng dẫn khái niệm cấp cao thuộc dự án Cloud Messaging Orchestrator với mức độ ưu tiên Trung bình",1
Lan phải [ Weekly ] Kiểm tra và dọn dẹp nightly ocp / aws clusters nếu cần lúc 15h ngày 20/5 ưu tiên Gấp,1
Mai được giao Có thể tạo address của bất kỳ type và plan nào trong webgui của dự án A-MQ Messaging-as-a-Service vào lúc 18h chiều mai với mức độ ưu tiên Gấp,1
Nam cần [ Productisation ] io.fabric 8 : openshift-client : jar : 3.1.8 phụ thuộc vào com.fasterxml.jackson.dataformat : jackson-dataformat-yaml chưa được sản phẩm hoá trước ngày 02/09 ưu tiên Vừa phải,1
Mai phải Thiếu auto links sau nâng cấp từ 1.5.3 lên 1.5.4 thuộc dự án A-MQ Messaging-as-a-Service trong tuần này với mức độ ưu tiên Trung bình,1
"Giao cho Hồng Thêm readiness cho broker trong brokered và standard address space ,dealine: vào lúc 9h sáng ngày mai với ưu tiên Gấp",1
"Hồng yêu cầu Với tư cách Developer , gửi events từ thiết bị ngoài cluster bằng MQTT qua TLS và nhận nó trong ứng dụng kinh doanh của dự án MeshRoute vào lúc 9h sáng ngày mai với mức độ ưu tiên Trung bình",1
Mai triển khai Console-IoT-UI - Tạo table để hiển thị danh sách projects cuối tuần này ,1
Nguyễn Văn Hải tiến hành Server trả về status 504 ( Gateway Time-out ) trong quá trình console oauth authentication trước 23h59 ngày 31/12 ,1
Tài phải [ CI ] Tạo job để kiểm tra released images và templates của dự án TypedAddress MaaS Core trước ngày 30/04 với mức độ ưu tiên Cao,1
Nguyễn Văn Hải chịu trách nhiệm Docs : Thay thế image Console downstream trước ngày 01/05/2025 ưu tiên Cao,1
"Với mức độ ưu tiên Vừa phải, Lan triển khai Kiểm tra trạng thái standard controller xuất hiện không liên tục trong tab connections trong dự án TypedAddress MaaS Core vào lúc 10h30 sáng thứ 5",1
Lan xử lý Tái cấu trúc xử lý exception trong address controller trước ngày 01/01/2026 với mức độ ưu tiên Cao,1
Long yêu cầu Docs : Cập nhật URL bài viết cho zip phát hành mới nhất cuối tháng này với mức độ ưu tiên Ưu tiên,1
Tài tiến hành Xác minh CVE images được liệt kê dưới đây vào lúc 18h chiều mai ,1
Nam được giao Console crash nếu none-authservice crash thuộc dự án EnRoute – Messaging Address Controller trước 17h chiều nay với mức độ ưu tiên Khẩn cấp,1
"thuộc dự án MeshRoute, Lan xử lý Cập nhật AMQ broker image vào lúc 10h sáng thứ 2 tuần sau với mức độ ưu tiên Bình thường",1
Tài xử lý [ master ] standard auth service không được tải trong OLM default namespace lúc 14h ngày 25/12/2025 với mức độ ưu tiên Khẩn cấp,1
"Với mức độ ưu tiên Khẩn cấp, Trương Văn Đức triển khai Console-IoT-UI - Tạo use-patternfly module trong console app và sửa lỗi trong dự án Cloud Messaging Orchestrator hạn là 20/5/2025",1
Hồng triển khai [ Test ] Điều tra webconsole test failures trong shared test profile trước thứ 2 tuần sau ,1
"Giao cho Trương Văn Đức Thêm metrics endpoint cho controller-manager ,dealine: trước ngày 01/01/2026 với ưu tiên Ưu tiên",1
Hồng yêu cầu Agent http request promise có thể ở trạng thái unresolved vô thời hạn trước ngày 25 tháng 12 thuộc dự án TypedAddress MaaS Core,1
Triển khai chiến lược downstream được cung cấp của dự án A-MQ Messaging-as-a-Service cần được thực hiện bởi Mai trước lễ 30/4 với ưu tiên Trung bình,1
"thuộc dự án Cloud Messaging Orchestrator, Trương Văn Đức triển khai Docs : Tạo address space với plan không phân bổ tài nguyên cụ thể cho address space , mà sử dụng cơ sở hạ tầng chia sẻ được scale động dựa trên nhu cầu tổng hợp trước ngày 15/04/2025 với mức độ ưu tiên Vừa phải",1
"Giao cho Trương Văn Đức [ QE ] Kiểm tra respin images ,dealine: vào lúc 18h chiều mai với ưu tiên Trung bình",1
Long chịu trách nhiệm Nâng cấp từ Vertx 3.9 ( end of life release line ) cuối tuần này trong dự án Cloud Messaging Orchestrator,1
Loại bỏ định địa Command and Control cũ thuộc dự án MeshRoute cần được thực hiện bởi Nam trước 17h chiều nay với ưu tiên Cao,1
"Giao cho Tài Với tư cách Tenant Admin , tạo queue hoặc subscription với số lượng tối đa ( active ) consumers ,dealine: trước 23h59 ngày 31/12 với ưu tiên Khẩn cấp",1
"Long được giao Với tư cách System Admin , tạo plans và infra configs bằng công cụ dòng lệnh thuộc dự án Cloud Messaging Orchestrator ngay sau kỳ nghỉ Tết với mức độ ưu tiên Trung bình",1
Lan tiến hành Placeholder cho CVE-2020 -25633 ( RESTEasy ) trước ngày mai với mức độ ưu tiên Bình thường,1
"Giao cho Trương Văn Đức Cho phép EnMasse sử dụng cùng Keycloak instance với OpenShift cluster mà nó đang chạy ,dealine: trước 17h chiều nay với ưu tiên Trung bình",1
Nguyễn Thanh Hiếu yêu cầu Docs : Release Notes - Thêm link đến 1.5 bundle trong vòng 1 giờ nữa thuộc dự án A-MQ Messaging-as-a-Service,1
"vào lúc 7h sáng ngày 1/1/2026, Long tiến hành Console-IoT-UI - Tạo visual component để tạo Device bằng JSON cho dự án Cloud Messaging Orchestrator với mức độ ưu tiên Trung bình",1
Long cần [ 1.0 GA ] Kiểm tra tài liệu sản phẩm cuối tuần này ưu tiên Bình thường,1
Lan chịu trách nhiệm Thêm protocol adapter LoRaWAN trước lễ 30/4 với mức độ ưu tiên Bình thường,1
Mai phải console backend : Triển khai get credentials cho iot device trước ngày 30/04 với mức độ ưu tiên Trung bình,1
Nam thực hiện Thao tác credentials của device registry không nên cấp phát secrets trong hôm nay với mức độ ưu tiên Gấp,1
Cập nhật lifeCycle page - EOL vào tháng Sáu trong dự án MeshRoute cần được thực hiện bởi Long trước 17h chiều nay với ưu tiên Vừa phải,1
"Giao cho Trương Văn Đức Agent rò rỉ bộ nhớ nếu qdrouter được khởi động lại ,dealine: trước ngày 25 tháng 12 với ưu tiên Trung bình",1
"Giao cho Long Thay đổi router để cho phép lấy groups cho một connection như một phần của trao đổi xác thực thay vì từ policy đã cấu hình thuộc dự án ,dealine: trước ngày 15/04/2025 với ưu tiên Khẩn cấp",1
Tài triển khai Dấu gạch ngang trong tên metric ( amp-online ) không tương thích với quy ước đặt tên Prometheus trước ngày 25 tháng 12 ,1
"Giao cho Tài Điều tra vấn đề ngẫu nhiên ' no route to host ' thuộc dự án ,dealine: trong vòng 3 ngày nữa với ưu tiên Trung bình",1
Trương Văn Đức tiến hành 7.9 openssl và expat CVE - AMQ Online base image update vào lúc 7h sáng ngày 1/1/2026 ,1
"Giao cho Mai Viết install operator cho các thành phần IoT ,dealine: trong hôm nay với ưu tiên Bình thường",1
Trương Văn Đức cần Xem xét yêu cầu audit cho các thao tác như purge của dự án MeshRoute trước 23h59 ngày 31/12 với mức độ ưu tiên Khẩn cấp,1
"Giao cho Lan User liên kết có quyền gửi / nhận messages ,dealine: trong vòng 1 giờ nữa với ưu tiên Ưu tiên",1
"vào sáng thứ 3 tới, Hồng yêu cầu Thiết lập Jenkins job với productized images trong dự án EnRoute – Messaging Address Controller với mức độ ưu tiên Trung bình",1
Nguyễn Văn Hải cần Operator metadata tham chiếu internal registry url cho AMQ Online 1.6.0 vào lúc 7h sáng ngày 1/1/2026 ,1
"Giao cho Mai Thêm hỗ trợ kiểm tra requests dựa trên limits và đặt status trên address ,dealine: cuối quý 2 với ưu tiên Gấp",1
"trước thứ 2 tuần sau, Trương Văn Đức tiến hành [ CI ] Local jenkins development modifications cho dự án TypedAddress MaaS Core với mức độ ưu tiên Bình thường",1
Mai triển khai Address-controller được khởi động lại với sự kiện ' Error syncing pod ' và không có thêm thông tin trong log trước ngày 12 tháng 8 năm 2025 với mức độ ưu tiên Trung bình,1
Lan triển khai Docs : Thêm link đến 1.5.2 resolved issues trong 1.5 RNs vào lúc 10h sáng thứ 2 tuần sau ,1
Nguyễn Văn Hải cần Xoá hỗ trợ phía server cho quản lý AMQP của agents cuối tuần này thuộc dự án EnRoute – Messaging Address Controller,1
"Với mức độ ưu tiên Bình thường, Hồng cần Với tư cách Tenant Admin , cấu hình address space để cho phép incoming messaging connections từ ngoài cluster nhưng chỉ từ các IP cụ thể của dự án MeshRoute cuối tháng này",1
"Với mức độ ưu tiên Ưu tiên, Trương Văn Đức triển khai Tạo systemtests cho Open Service Broker API cho dự án EnRoute – Messaging Address Controller trước thứ 2 tuần sau",1
Hồng phải [ master ] standard auth service không được tải trong OLM default namespace thuộc dự án A-MQ Messaging-as-a-Service vào thứ 5 với mức độ ưu tiên Gấp,1
Hồng thực hiện MQTT có phải là loại namespace - Cung cấp cách cấu hình mapping và chỉ định plan trước đầu tháng sau ưu tiên Ưu tiên,1
Nguyễn Thanh Hiếu chịu trách nhiệm Username trong top menu hiển thị tên ' unknown ' trước lễ 30/4 ,1
Hồng đảm bảo Kiểm tra và xác minh new images từ errata vào lúc 18h chiều mai với mức độ ưu tiên Khẩn cấp,1
Nguyễn Văn Hải tiến hành Operator metadata tham chiếu internal registry url cho AMQ Online 1.5.3 trước thứ 2 tuần sau với mức độ ưu tiên Ưu tiên,1
Nguyễn Văn Hải đảm bảo Quản lý infrastructure và upgrades trước ngày mai ưu tiên Trung bình,1
Trương Văn Đức đảm nhận Broker statefulsets không được cấu hình để sử dụng persistent volume [ cloned cho 1.0 ] vào lúc 18h chiều mai với mức độ ưu tiên Bình thường,1
"trước 17h chiều nay, Long đảm nhận Thêm hỗ trợ định nghĩa DLQ / expiry queue cho từng queue riêng lẻ cho dự án A-MQ Messaging-as-a-Service với mức độ ưu tiên Gấp",1
Lan đảm nhận Tạo hướng dẫn quản lý thiết bị đầu tháng sau ,1
"Giao cho Nam [ CI ] Report portal reporting sau CVE không hoạt động ,dealine: trong tuần này với ưu tiên Bình thường",1
Long cần Xác định flaky tests từ latest 1.5 và 1.6 runs và lập danh sách vào lúc 18h chiều mai cho dự án A-MQ Messaging-as-a-Service,1
Tạo IoT operator stub thuộc dự án EnRoute – Messaging Address Controller cần được thực hiện bởi Tài trước thứ 2 tuần sau với ưu tiên Trung bình,1
Tài được giao Cung cấp netty-tcnative cho Broker thông qua broker plugin JAR trước ngày 01/05/2025 ưu tiên Trung bình,1
Nguyễn Thanh Hiếu yêu cầu Kiểm tra trạng thái standard controller xuất hiện không liên tục trong tab connections vào lúc 9h sáng ngày mai trong dự án A-MQ Messaging-as-a-Service,1
Nam yêu cầu [ Console ] Tái cấu trúc authorization trong console cũ sáng thứ 3 tới thuộc dự án Cloud Messaging Orchestrator,1
Mai thực hiện Docs : Thêm một câu vào phần Nâng cấp trong hôm nay trong dự án EnRoute – Messaging Address Controller,1
"Lan tiến hành Thay đổi service broker ( service type chỉ là address space , hỗ trợ các plans khác nhau . trong tuần này với mức độ ưu tiên Vừa phải",1
"Với mức độ ưu tiên Gấp, Trương Văn Đức cần Sửa cài đặt CRC trên rhel8 cho dự án Cloud Messaging Orchestrator cuối tháng này",1
Console-UI-IoT Tích hợp Project List component với mock server thuộc dự án A-MQ Messaging-as-a-Service cần được thực hiện bởi Nguyễn Văn Hải lúc 15h ngày 20/5 với ưu tiên Trung bình,1
Hồng xử lý Console-IoT-UI - Edit in JSON dưới certificates không hoạt động cho dự án MeshRoute sáng thứ 3 tới với mức độ ưu tiên Khẩn cấp,1
"Giao cho Nam Với tư cách Tenant Admin , xem sự tồn tại của tất cả dự án IoT qua console thuộc dự án ,dealine: ngay sau kỳ nghỉ Tết với ưu tiên Khẩn cấp",1
"Trương Văn Đức thực hiện Với tư cách Tenant Admin , xem trên một màn hình tất cả address spaces mà tôi có thể quản lý trong tuần này ",1
Nguyễn Văn Hải được giao [ Productisation ] Yêu cầu jackson-module-jsonSchema đã được sản phẩm hoá trước ngày 02/09 ưu tiên Trung bình,1
Long đảm bảo IoT POST-iot-device-registry thất bại 503 vào lúc 7h sáng ngày 1/1/2026 với mức độ ưu tiên Trung bình,1
"Nguyễn Văn Hải đảm bảo Với tư cách System Operator , trích xuất cấu hình của một hoặc nhiều address spaces ( loại trừ dữ liệu lưu trữ ) và cho phép cấu hình đó được tải lên hệ thống khác trước ngày 30/04 với mức độ ưu tiên Ưu tiên",1
Sử dụng wildcard cert hợp lệ thuộc dự án MeshRoute cần được thực hiện bởi Mai trước ngày 31/12/2025 với ưu tiên Trung bình,1
Nam được giao Lỗi lựa chọn address type cuối tuần này ,1
"Giao cho Hồng Phát hành AMQ Online 1.1.1 của dự án ,dealine: trước ngày 02/09 với ưu tiên Bình thường",1
"thuộc dự án MeshRoute, Trương Văn Đức tiến hành Làm cho resync interval trong controllers có thể cấu hình trong vòng 3 ngày nữa với mức độ ưu tiên Trung bình",1
"đầu tháng sau, Long tiến hành [ service catalog ] User không thấy addressspace được tạo bởi service catalog trong dự án Cloud Messaging Orchestrator với mức độ ưu tiên Bình thường",1
Hồng đảm bảo Số lượng delivery của receiver sai lệch là 0 cuối tuần này ,1
"của dự án Cloud Messaging Orchestrator, Hồng thực hiện [ IoT Design ] Thiết kế Project Detail trước đầu tháng sau với mức độ ưu tiên Ưu tiên",1
Nguyễn Văn Hải chịu trách nhiệm [ QE ] Debug session với ccit / jenkins team trước ngày 25 tháng 12 trong dự án EnRoute – Messaging Address Controller,1
"Giao cho Nguyễn Thanh Hiếu Thêm Documentation Conventions vào Guide ,dealine: trước ngày 25 tháng 12 với ưu tiên Gấp",1
Thiết lập Bosch LoadBalancer service với certs của dự án Cloud Messaging Orchestrator cần được thực hiện bởi Long vào lúc 7h sáng ngày 1/1/2026 với ưu tiên Vừa phải,1
Nguyễn Văn Hải phải Thêm health checks cho các tiến trình Go vào lúc 7h sáng ngày 1/1/2026 với mức độ ưu tiên Bình thường,1
Hồng cần Keycloak Plugin - Xác thực TLS client cert / quản lý ngay sau kỳ nghỉ Tết với mức độ ưu tiên Trung bình,1
Đổi tên MQTT Gateway và LWT images theo quy ước tech preview của dự án MeshRoute cần được thực hiện bởi Hồng trước 15h chiều nay với ưu tiên Vừa phải,1
Lan được giao * DRAFT * Thay đổi address ( space ) plans trước ngày 31/12/2025 với mức độ ưu tiên Khẩn cấp,1
"Giao cho Trương Văn Đức Address space controller không thể liên hệ với API server sau nâng cấp ,dealine: hạn cuối là 10/06 với ưu tiên Gấp",1
"trước 17h chiều nay, Nam triển khai Cấu hình CI để chạy kiểm tra downstream từ QE đối với upstream của dự án MeshRoute với mức độ ưu tiên Cao",1
Nguyễn Văn Hải đảm bảo Viết bộ system tests ban đầu cho các thành phần IoT vào lúc 9h sáng ngày mai ,1
"Với mức độ ưu tiên Bình thường, Tài cần System test để xác minh AMQ Online hoạt động với addressFullPolicies khác FAIL cho dự án TypedAddress MaaS Core trong tuần tới",1
"vào lúc 10h30 sáng thứ 5, Mai đảm bảo Links page trở thành trang trắng nếu connection bị ngắt của dự án Cloud Messaging Orchestrator với mức độ ưu tiên Trung bình",1
"Với mức độ ưu tiên Trung bình, Trương Văn Đức thực hiện Loại bỏ protocol adapter sidecar của dự án TypedAddress MaaS Core trong tuần này",1
"của dự án Cloud Messaging Orchestrator, Trương Văn Đức tiến hành [ CI ] Sửa jenkins agents terminating trong loop lúc 15h ngày 20/5 với mức độ ưu tiên Bình thường",1
Nguyễn Thanh Hiếu tiến hành Addressspace list - namespace là một từ trong vòng 3 ngày nữa với mức độ ưu tiên Vừa phải,1
"cho dự án MeshRoute, Nguyễn Thanh Hiếu đảm nhận Console-IoT-UI - Tạo visual component để xem thông tin chi tiết device trước ngày 30/06/2025 với mức độ ưu tiên Bình thường",1
"Nguyễn Văn Hải chịu trách nhiệm Với tư cách Tenant Admin , liên kết address với Dead Letter Queue nơi các messages hết hạn hoặc không thể phân phối có thể được định tuyến cuối tuần này với mức độ ưu tiên Vừa phải",1
"cuối tuần này, Nguyễn Thanh Hiếu tiến hành Kiểm tra 1.4.2 images và cung cấp Sign-off trong dự án MeshRoute với mức độ ưu tiên Khẩn cấp",1
"trong tuần này, Nguyễn Thanh Hiếu đảm bảo durable subscriptions : standard-controller trong dự án TypedAddress MaaS Core với mức độ ưu tiên Gấp",1
"Giao cho Nguyễn Văn Hải Docs : Thêm link đến 1.5.3 resolved issues trong 1.5 RNs ,dealine: trước đầu tháng sau với ưu tiên Ưu tiên",1
Long đảm bảo [ Shared infra ] Thêm hỗ trợ cho tất cả address types của dự án TypedAddress MaaS Core trước thứ 2 tuần sau với mức độ ưu tiên Cao,1
"Giao cho Tài Console-IoT-UI - Tích hợp pagination cho project list table ,dealine: trước thứ 2 tuần sau với ưu tiên Trung bình",1
Tài thực hiện Console-IoT-UI - Sửa đổi test danh sách IotDevice để kiểm tra null lúc 15h ngày 20/5 ưu tiên Cao,1
"Với mức độ ưu tiên Vừa phải, Long xử lý Docs : Thêm hướng dẫn kích thước vào tài liệu downstream cho dự án Cloud Messaging Orchestrator trong tuần tới",1
Lan được giao Cập nhật service broker để hỗ trợ mô hình address mới cho dự án Cloud Messaging Orchestrator vào lúc 10h30 sáng thứ 5 với mức độ ưu tiên Gấp,1
"Giao cho Tài Xác định schemas chung cho tất cả loại address của chúng ta cho dự án ,dealine: trước ngày 01/05/2025 với ưu tiên Trung bình",1
"cho dự án TypedAddress MaaS Core, Nguyễn Thanh Hiếu yêu cầu Hỗ trợ interop team loại trừ test khỏi LPT testrun trước ngày 31/12/2025 với mức độ ưu tiên Ưu tiên",1
"trong tuần này, Lan thực hiện Với tư cách MaaS Service Admin , phương thức xác thực user của dự án MeshRoute với mức độ ưu tiên Ưu tiên",1
"Mai cần Với tư cách System Admin , cho phép tạo / xoá address spaces bằng custom resources trong hôm nay với mức độ ưu tiên Vừa phải",1
"Với mức độ ưu tiên Vừa phải, Tài yêu cầu Với tư cách Tenant Admin , trích xuất tất cả user / permission configuration cho address space vào configuration file bằng API thuộc dự án A-MQ Messaging-as-a-Service trước ngày 02/09",1
Mai được giao Di chuyển khỏi deprecated automatically injected service-ca.crt vào lúc 10h30 sáng thứ 5 ưu tiên Vừa phải,1
"Giao cho Nguyễn Văn Hải Lưu trữ báo cáo kiểm tra và logs OpenShift trên Bintray ,dealine: trước thứ 2 tuần sau với ưu tiên Cao",1
Nguyễn Thanh Hiếu thực hiện Docs : Cập nhật ảnh chụp màn hình Console thuộc dự án EnRoute – Messaging Address Controller trong hôm nay với mức độ ưu tiên Gấp,1
"vào sáng thứ 3 tới, Lan chịu trách nhiệm Với tư cách Monitor , xem thống kê tổng hợp cho IoT tenant ; số lượng messages telemetry / event , tỷ lệ , connections , ... cho dự án TypedAddress MaaS Core với mức độ ưu tiên Bình thường",1
Lan tiến hành Ops procedures - Tài liệu kích hoạt protocol trace cho router / broker trong vòng 1 giờ nữa với mức độ ưu tiên Khẩn cấp,1
Mai đảm bảo Thêm graphQL query để tạo command tạo iot project trước ngày 30/04 ưu tiên Cao,1
"của dự án MeshRoute, Lan đảm nhận Tham số hoá default docker images cho OpenShift templates trong hôm nay với mức độ ưu tiên Bình thường",1
"Nguyễn Thanh Hiếu xử lý Console Server : Làm cho nguồn stats , nguồn addresses có thể cắm được thuộc dự án A-MQ Messaging-as-a-Service trước ngày mai với mức độ ưu tiên Vừa phải",1
Nguyễn Văn Hải xử lý [ console ] Nhấp qua console hiện có + điều hướng trở lại vào lúc 9h sáng ngày mai thuộc dự án Cloud Messaging Orchestrator,1
"Giao cho Hồng Phản hồi QE cho tài liệu downstream [ biên tập ] ,dealine: trong vòng 1 giờ nữa với ưu tiên Bình thường",1
"Giao cho Tài Cập nhật lên Router 1.4 ,dealine: trước thứ 2 tuần sau với ưu tiên Trung bình",1
"Giao cho Trương Văn Đức Với tư cách MaaS Service Admin , quản lý Routes ,dealine: trước ngày 15/04/2025 với ưu tiên Khẩn cấp",1
"Với mức độ ưu tiên Trung bình, Nguyễn Thanh Hiếu phải Console-IoT-UI - Plan dropdown không được xoá khi chuyển từ subscription type trong Create Address wizard trong dự án EnRoute – Messaging Address Controller hạn là 20/5/2025",1
Hồng phải [ console ] Thiết kế API Console-server trong vòng 3 ngày nữa với mức độ ưu tiên Bình thường,1
"Nguyễn Văn Hải yêu cầu Với tư cách Monitor , xoá tất cả stored messages cho một address trước ngày 15/4 ",1
"Giao cho Trương Văn Đức Thêm hỗ trợ cho PATCH vào api server cho dự án ,dealine: trước 15h chiều nay với ưu tiên Trung bình",1
Mai xử lý Cần điều kiện hoá tài liệu quản lý users và thêm nội dung manage user authorization trong vòng 3 ngày nữa ưu tiên Ưu tiên,1
"Giao cho Tài Docs : Xoá auth service `none` khỏi tài liệu downstream cho dự án ,dealine: hạn là 20/5/2025 với ưu tiên Gấp",1
"Với mức độ ưu tiên Gấp, Long yêu cầu Addresses bị kẹt trong khi tạo thuộc dự án EnRoute – Messaging Address Controller trước thứ 2 tuần sau",1
"Tên gọi không nhất quán "" senders "" vs "" incoming links "" trong dự án EnRoute – Messaging Address Controller cần được thực hiện bởi Trương Văn Đức trước ngày 30/06/2025 với ưu tiên Bình thường",1
Tài thực hiện Xoá stale route khỏi service-broker trước ngày 30/06/2025 thuộc dự án Cloud Messaging Orchestrator,1
"cho dự án MeshRoute, Hồng thực hiện Docs : Ghi chú phát hành 1.2 trước ngày 01/01/2026 với mức độ ưu tiên Vừa phải",1
"Giao cho Lan Danh sách Address - chế độ xem mở rộng thuộc dự án ,dealine: vào lúc 18h chiều mai với ưu tiên Cao",1
"thuộc dự án TypedAddress MaaS Core, Tài thực hiện Ẩn ' stored messages ' cho address types anycast / multicast cuối tuần này với mức độ ưu tiên Gấp",1
Nguyễn Văn Hải cần Thêm hỗ trợ cho ACME vào AddressController trước 15h chiều nay với mức độ ưu tiên Vừa phải,1
Hồng cần [ QE ] Kiểm tra respin images trong tuần tới ưu tiên Khẩn cấp,1
Có thể tạo address của bất kỳ type và plan nào trong webgui trong dự án Cloud Messaging Orchestrator cần được thực hiện bởi Nam trong tuần này với ưu tiên Bình thường,1
Tài được giao Docs : Sửa cách diễn đạt trong quy trình Thêm address bằng Console trước ngày 12 tháng 8 năm 2025 với mức độ ưu tiên Cao,1
Mai thực hiện Docs : Sửa định dạng trên code ví dụ cài đặt OLM trước 23h59 ngày 31/12 ưu tiên Gấp,1
"của dự án A-MQ Messaging-as-a-Service, Nguyễn Văn Hải được giao Với tư cách Monitor , cho phép cấu hình alerts trên cơ sở từng address và từng address space dựa trên các resource metrics ( queue size , message age , số lượng queues , số lượng connections , v.v . ) trong vòng 3 ngày nữa với mức độ ưu tiên Trung bình",1
Hồng thực hiện Thêm IN filtering trong console backend trước thứ 2 tuần sau ,1
Hồng triển khai Xoá bảng sending và receiving links ( brokered address space ) trước ngày 15/4 với mức độ ưu tiên Trung bình,1
"Giao cho Nguyễn Văn Hải [ QE ] Tạo Corporate service account cho certificate management ,dealine: cuối tuần này với ưu tiên Bình thường",1
Trương Văn Đức được giao Docs : Sửa từ ngữ trong mô tả subscription address type trong dự án A-MQ Messaging-as-a-Service trước ngày 25 tháng 12 với mức độ ưu tiên Gấp,1
"Giao cho Long Cập nhật scripts khởi động Artemis để hỗ trợ brokered address space ,dealine: cuối tuần này với ưu tiên Ưu tiên",1
"Giao cho Mai [ CI ] Tạo job để kiểm tra released images và templates cho dự án ,dealine: trong hôm nay với ưu tiên Trung bình",1
"Với mức độ ưu tiên Trung bình, Nguyễn Văn Hải thực hiện Message out metric luôn hiển thị 0 trên connection list / detail page cho brokered address space của dự án Cloud Messaging Orchestrator trong vòng 3 ngày nữa",1
"trong tuần này, Tài thực hiện [ Test ] Điều tra OLP run test fails trong dự án A-MQ Messaging-as-a-Service với mức độ ưu tiên Cao",1
Nguyễn Văn Hải đảm bảo Cho phép cấu hình restart policy trong infra config trước ngày mai ưu tiên Ưu tiên,1
Lan xử lý Sử dụng authorization để ngăn messaging clients gọi quản lý trong Brokered Address Space trước ngày 20/05/2025 trong dự án MeshRoute,1
"Trương Văn Đức đảm nhận Với tư cách System Admin , sửa đổi address plan trong hệ thống đang hoạt động trước ngày mai với mức độ ưu tiên Trung bình",1
Nguyễn Văn Hải đảm nhận Console-IoT-UI - Chỉnh sửa gateway group membership trong device detail page ngay sau kỳ nghỉ Tết của dự án A-MQ Messaging-as-a-Service,1
"Long đảm nhận Xoá topics có durable subscribers gắn liền để lại "" unlinked "" subscribers của dự án EnRoute – Messaging Address Controller vào thứ 5 với mức độ ưu tiên Cao",1
Nam xử lý Docs : Chỉnh sửa address space bằng Console trong vòng 3 ngày nữa ưu tiên Trung bình,1
Long tiến hành Tạo cơ chế và tests để kiểm tra tạo addressspaces dưới user không phải admin trước 17h chiều nay ưu tiên Vừa phải,1
"Với mức độ ưu tiên Khẩn cấp, Nguyễn Thanh Hiếu tiến hành system-tests : Sử dụng multi-asserts thay vì single asserts thuộc dự án MeshRoute lúc 14h ngày 25/12/2025",1
"sáng thứ 3 tới, Trương Văn Đức xử lý system-tests : Tạo test để kiểm tra xem kích thước messages có vượt quá không thuộc dự án Cloud Messaging Orchestrator với mức độ ưu tiên Trung bình",1
"Xác định tập hợp thuộc tính mà group based permissions được định nghĩa trên address , có ragent cập nhật policy để khớp với thuộc tính trên addresses cho dự án Cloud Messaging Orchestrator cần được thực hiện bởi Trương Văn Đức cuối tuần này với ưu tiên Ưu tiên",1
